loan_id,segment,region,principal,interest_rate,tenor_months,fico,is_collateral,origination_month,default_flag
L001963,SME,MW,41351.86,0.228,32,736,1,2024-04-01,0
L001964,Retail,W,18382.63,0.121,8,624,0,2024-07-01,0
L001965,Retail,S,13577.06,0.142,38,737,1,2024-12-01,0
L001966,Corporate,NE,13780.06,0.111,28,630,1,2024-06-01,0
L001967,Retail,S,16025.9,0.066,46,713,0,2024-08-01,0
L001968,Retail,W,35709.83,0.054,57,698,0,2022-04-01,0
L001969,Retail,S,27791.29,0.113,15,654,1,2024-03-01,0
L001970,SME,MW,18730.58,0.115,47,758,1,2022-06-01,0
L001971,SME,NE,12153.59,0.214,54,647,1,2024-09-01,0
L001972,Retail,S,9962.89,0.08,11,637,0,2023-11-01,0
L001973,Corporate,W,33196.93,0.166,44,778,0,2022-10-01,0
L001974,Retail,S,27985.67,0.19,20,762,1,2024-08-01,0
L001975,Retail,S,19420.48,0.069,39,806,0,2022-03-01,0
L001976,Retail,W,27007.09,0.205,35,623,0,2022-10-01,0
L001977,Retail,NE,46015.5,0.081,25,714,1,2022-01-01,0
L001978,SME,W,17904.81,0.06,37,669,1,2023-08-01,0
L001979,Corporate,W,33113.13,0.179,32,784,0,2023-06-01,0
L001980,Retail,W,11579.41,0.228,17,605,1,2024-06-01,0
L001981,Retail,MW,55750.22,0.087,24,770,0,2024-03-01,0
L001982,SME,NE,22218.75,0.195,31,672,0,2024-10-01,0
L001983,Retail,W,31249.75,0.157,55,775,1,2024-03-01,0
L001984,SME,NE,19932.45,0.091,40,632,0,2023-12-01,0
L001985,Retail,W,24677.48,0.124,25,786,0,2024-02-01,0
L001986,Retail,W,30963.74,0.142,21,814,0,2022-01-01,0
L001987,Retail,MW,18624.43,0.051,21,606,1,2023-07-01,0
L001988,SME,MW,30278.48,0.053,18,605,0,2022-01-01,0
L001989,Retail,NE,60582.51,0.126,25,782,0,2022-12-01,0
L001990,SME,NE,16245.28,0.163,58,649,0,2023-07-01,0
L001991,Retail,MW,16264.88,0.093,15,661,0,2022-03-01,0
L001992,Retail,S,18630.93,0.18,10,643,0,2023-02-01,0
L001993,Retail,S,23682.95,0.057,19,556,1,2023-10-01,0
L001994,Retail,MW,15522.46,0.095,16,697,1,2023-09-01,0
L001995,Retail,MW,62379.34,0.117,26,712,1,2022-02-01,0
L001996,Retail,W,47358.17,0.163,29,671,1,2024-06-01,0
L001997,SME,MW,47685.81,0.222,37,739,0,2022-10-01,1
L001998,Retail,S,12950.78,0.157,10,732,1,2022-04-01,0
L001999,Retail,MW,19352.46,0.076,31,578,0,2023-07-01,0
L002000,Retail,W,28418.31,0.097,33,803,0,2024-04-01,0
L002001,Retail,S,9986.84,0.112,27,564,1,2024-10-01,0
L002002,Retail,S,13849.13,0.095,49,574,1,2022-08-01,0
L002003,Retail,NE,10081.13,0.081,38,798,0,2024-01-01,0
L002004,Corporate,S,25362.01,0.122,6,558,0,2023-01-01,1
L002005,SME,MW,26356.88,0.093,48,666,1,2022-10-01,0
L002006,Retail,MW,8456.13,0.234,54,797,0,2022-06-01,0
L002007,Retail,W,19994.14,0.104,11,576,1,2024-12-01,0
L002008,Retail,S,12208.26,0.142,51,643,0,2022-03-01,0
L002009,Retail,MW,12049.13,0.171,42,814,0,2023-05-01,0
L002010,Retail,W,34474.41,0.199,47,619,1,2022-09-01,1
L002011,SME,NE,21642.44,0.119,16,707,0,2022-12-01,0
L002012,Retail,S,27468.07,0.178,43,695,0,2022-08-01,0
L002013,Retail,MW,24770.61,0.096,40,707,1,2024-02-01,0
L002014,Retail,S,14398.88,0.191,6,553,1,2024-02-01,0
L002015,Retail,NE,20370.88,0.079,22,569,0,2023-01-01,0
L002016,Retail,MW,35176.08,0.063,32,730,0,2024-05-01,0
L002017,Retail,S,16418.0,0.153,58,611,0,2022-07-01,0
L002018,Retail,MW,20445.77,0.216,43,648,0,2022-01-01,0
L002019,SME,W,34752.11,0.198,38,816,0,2022-08-01,0
L002020,Retail,W,14788.12,0.107,46,677,1,2023-09-01,0
L002021,Retail,W,35002.07,0.121,51,717,1,2024-12-01,0
L002022,SME,MW,35779.37,0.164,37,788,1,2024-03-01,0
L002023,Retail,MW,15558.5,0.119,37,558,1,2022-02-01,0
L002024,SME,W,22516.74,0.096,32,780,0,2022-04-01,0
L002025,SME,S,18192.99,0.065,31,561,0,2022-10-01,0
L002026,SME,W,47621.85,0.186,18,551,1,2022-05-01,0
L002027,Retail,MW,9166.85,0.155,25,592,1,2023-12-01,0
L002028,SME,MW,23723.61,0.155,13,623,0,2024-07-01,0
L002029,SME,MW,7950.46,0.15,46,701,0,2024-12-01,0
L002030,SME,W,20698.98,0.128,34,765,0,2023-12-01,0
L002031,Retail,NE,31599.31,0.178,10,611,0,2024-02-01,0
L002032,Retail,W,14271.11,0.079,57,762,1,2024-05-01,0
L002033,Retail,MW,9540.77,0.104,57,628,1,2023-12-01,0
L002034,Retail,NE,21377.66,0.102,12,728,0,2024-10-01,0
L002035,Retail,MW,45400.5,0.184,17,576,1,2023-01-01,0
L002036,Retail,S,25203.65,0.197,24,813,1,2024-06-01,0
L002037,Retail,W,24909.0,0.061,11,709,0,2024-08-01,0
L002038,SME,S,20076.85,0.208,32,555,0,2024-01-01,0
L002039,Retail,S,13256.51,0.186,15,626,0,2022-05-01,0
L002040,Retail,NE,44219.58,0.087,46,696,1,2023-03-01,0
L002041,Retail,NE,61375.04,0.207,27,735,0,2024-03-01,1
L002042,Retail,NE,10208.43,0.108,50,753,0,2022-09-01,0
L002043,Retail,NE,19072.69,0.103,53,627,0,2022-01-01,0
L002044,Retail,NE,9688.5,0.12,30,815,1,2023-12-01,0
L002045,Retail,W,23312.22,0.052,51,715,1,2023-11-01,0
L002046,SME,MW,29502.0,0.143,58,756,0,2022-05-01,0
L002047,Retail,W,20367.67,0.229,44,688,0,2024-05-01,0
L002048,Retail,NE,28689.43,0.1,29,803,1,2023-04-01,0
L002049,Retail,W,11245.39,0.072,41,765,0,2022-10-01,0
L002050,Retail,MW,13388.73,0.213,35,661,0,2024-07-01,0
L002051,Retail,NE,11979.18,0.217,12,780,1,2022-04-01,1
L002052,Retail,NE,13265.24,0.081,41,784,0,2024-01-01,0
L002053,Retail,W,20564.48,0.112,27,631,0,2022-11-01,1
L002054,Retail,NE,17452.45,0.194,23,652,0,2023-09-01,1
L002055,SME,S,11554.49,0.182,25,654,1,2024-07-01,0
L002056,Retail,MW,26552.0,0.082,13,620,0,2023-06-01,0
L002057,Retail,NE,36967.48,0.204,39,778,0,2022-10-01,0
L002058,SME,W,16577.03,0.099,40,702,0,2023-10-01,0
L002059,SME,MW,14753.45,0.126,7,631,1,2024-05-01,0
L002060,Retail,W,13182.1,0.209,38,628,0,2024-03-01,0
L002061,Retail,MW,20835.31,0.098,43,767,0,2023-05-01,0
L002062,Retail,W,14208.27,0.145,16,613,1,2023-09-01,0
L002063,Retail,S,47557.03,0.206,37,807,0,2023-10-01,0
L002064,Retail,NE,13528.34,0.22,26,762,0,2022-12-01,0
L002065,Retail,W,19052.91,0.239,46,632,0,2022-04-01,0
L002066,Retail,MW,31032.48,0.19,53,649,1,2023-10-01,0
L002067,Retail,MW,16808.41,0.081,58,760,0,2023-04-01,0
L002068,SME,NE,10246.16,0.214,50,812,1,2023-10-01,0
L002069,Retail,W,25439.8,0.142,14,705,0,2022-09-01,0
L002070,Retail,MW,40770.28,0.199,38,670,0,2023-09-01,0
L002071,Retail,NE,8621.32,0.094,44,741,0,2022-04-01,0
L002072,Retail,S,15697.75,0.099,42,774,0,2024-02-01,0
L002073,Retail,S,24560.91,0.146,42,566,0,2023-04-01,0
L002074,Corporate,S,29708.75,0.11,58,683,0,2022-03-01,0
L002075,Retail,NE,10573.68,0.233,10,594,0,2024-11-01,0
L002076,SME,W,27971.1,0.124,30,572,0,2023-07-01,0
L002077,SME,W,29469.86,0.197,28,587,1,2023-12-01,1
L002078,Retail,S,13844.71,0.161,55,778,0,2023-09-01,0
L002079,Retail,W,30594.36,0.098,45,701,0,2024-03-01,0
L002080,Retail,S,101297.47,0.193,14,620,1,2023-10-01,0
L002081,Retail,S,33464.16,0.126,24,586,0,2022-08-01,0
L002082,SME,NE,21786.08,0.211,7,692,1,2022-06-01,0
L002083,SME,MW,34078.49,0.114,24,694,0,2023-04-01,0
L002084,SME,NE,23687.38,0.143,42,765,1,2023-01-01,0
L002085,Retail,W,24821.05,0.102,20,550,0,2023-08-01,0
L002086,SME,S,14924.22,0.138,27,550,0,2022-11-01,0
L002087,Retail,NE,54740.78,0.056,12,796,0,2022-11-01,0
L002088,Retail,S,25304.02,0.115,55,732,0,2023-05-01,0
L002089,Retail,NE,27478.49,0.172,57,612,1,2023-08-01,0
L002090,SME,MW,29605.9,0.111,28,567,0,2024-04-01,0
L002091,Retail,NE,16693.22,0.08,54,682,0,2024-05-01,0
L002092,SME,S,44358.83,0.173,38,804,1,2023-04-01,0
L002093,SME,NE,11429.32,0.068,19,606,0,2022-02-01,0
L002094,Retail,S,25778.39,0.135,15,651,0,2024-03-01,0
L002095,Retail,W,13826.38,0.228,43,562,1,2023-02-01,1
L002096,Retail,MW,25883.99,0.176,56,717,1,2022-03-01,0
L002097,Retail,NE,15788.62,0.223,26,663,0,2023-05-01,0
L002098,Retail,MW,14997.59,0.229,53,774,1,2023-10-01,0
L002099,SME,NE,32146.65,0.071,13,584,1,2023-08-01,0
L002100,Retail,MW,26701.34,0.14,41,664,1,2023-04-01,0
L002101,Retail,W,41950.34,0.131,24,586,0,2024-10-01,0
L002102,SME,MW,15196.53,0.13,43,637,1,2024-05-01,0
L002103,Retail,NE,28622.08,0.174,54,631,1,2023-06-01,0
L002104,Retail,NE,45692.6,0.054,33,565,0,2023-04-01,0
L002105,Retail,NE,7430.9,0.095,19,776,0,2022-01-01,0
L002106,Retail,NE,34910.56,0.235,42,812,1,2024-09-01,0
L002107,Retail,NE,52680.97,0.211,58,731,1,2024-04-01,0
L002108,Retail,W,14515.19,0.097,38,801,0,2023-07-01,0
L002109,Retail,W,22620.66,0.082,32,685,1,2023-04-01,0
L002110,Retail,S,15113.94,0.055,48,570,0,2023-07-01,0
L002111,SME,MW,21199.81,0.093,22,676,0,2023-01-01,0
L002112,Retail,W,4292.58,0.21,30,626,0,2022-12-01,0
L002113,Retail,W,21240.15,0.158,40,654,0,2024-04-01,0
L002114,SME,NE,16438.56,0.192,24,721,0,2023-03-01,0
L002115,SME,NE,16749.63,0.177,31,593,0,2023-08-01,0
L002116,SME,S,12330.14,0.134,44,765,0,2024-12-01,0
L002117,Retail,MW,15503.52,0.065,43,724,1,2024-10-01,0
L002118,Retail,MW,18212.84,0.129,25,799,0,2024-05-01,0
L002119,SME,S,30242.41,0.232,56,557,0,2024-03-01,0
L002120,SME,S,13322.62,0.226,15,571,1,2023-12-01,0
L002121,Retail,S,15778.6,0.201,37,641,1,2022-01-01,0
L002122,Retail,W,13064.69,0.197,16,601,0,2022-07-01,0
L002123,Retail,MW,10129.65,0.198,33,615,1,2023-09-01,0
L002124,SME,S,11529.2,0.234,18,689,0,2023-12-01,0
L002125,Retail,S,29699.07,0.213,30,652,1,2024-07-01,0
L002126,Corporate,S,18820.19,0.064,33,571,1,2022-03-01,0
L002127,Retail,S,13556.74,0.057,22,815,1,2024-08-01,0
L002128,Retail,NE,27958.14,0.075,48,630,1,2022-05-01,0
L002129,SME,S,14882.48,0.129,35,817,1,2023-02-01,0
L002130,Retail,MW,13834.87,0.226,41,592,0,2023-05-01,0
L002131,Retail,S,16148.76,0.109,11,699,0,2023-08-01,0
L002132,Retail,NE,27805.4,0.1,12,619,0,2022-01-01,0
L002133,Retail,NE,52142.71,0.064,36,598,0,2023-06-01,0
L002134,Corporate,MW,19505.12,0.097,58,802,0,2022-03-01,1
L002135,SME,MW,15606.16,0.063,51,652,0,2022-08-01,0
L002136,SME,NE,32257.01,0.203,32,561,1,2022-01-01,0
L002137,Retail,NE,18189.99,0.208,30,679,0,2024-07-01,0
L002138,Retail,MW,33293.73,0.221,37,781,0,2023-01-01,0
L002139,Retail,W,50060.56,0.187,47,692,1,2022-09-01,0
L002140,Retail,NE,32850.68,0.233,43,705,0,2022-08-01,0
L002141,Retail,S,23234.41,0.16,20,555,0,2022-05-01,0
L002142,Retail,S,17173.12,0.101,30,789,0,2023-09-01,0
L002143,SME,MW,29626.67,0.181,14,616,0,2022-04-01,0
L002144,Retail,S,46930.98,0.148,27,681,0,2024-07-01,0
L002145,Retail,S,19435.9,0.14,15,735,1,2023-09-01,0
L002146,Retail,W,17486.12,0.063,16,610,0,2024-05-01,0
L002147,SME,W,27930.13,0.174,25,673,0,2022-07-01,0
L002148,SME,NE,9345.39,0.151,36,588,0,2023-12-01,0
L002149,Retail,W,11499.71,0.094,35,666,1,2023-07-01,0
L002150,Retail,NE,43199.06,0.183,35,812,0,2022-01-01,0
L002151,Retail,MW,26459.37,0.146,15,815,0,2024-05-01,0
L002152,Corporate,MW,23377.47,0.062,10,803,0,2024-02-01,0
L002153,Retail,NE,27552.01,0.138,15,579,0,2024-05-01,0
L002154,Retail,NE,32392.33,0.059,31,561,0,2022-02-01,0
L002155,Retail,MW,13160.07,0.234,59,667,0,2023-02-01,0
L002156,Retail,W,50266.41,0.153,50,556,1,2022-06-01,0
L002157,Retail,W,40777.9,0.053,56,687,0,2022-09-01,0
L002158,SME,S,72585.16,0.076,33,702,0,2023-08-01,0
L002159,Retail,W,51667.97,0.184,31,567,1,2023-10-01,0
L002160,Retail,NE,14518.11,0.152,47,610,1,2022-05-01,0
L002161,Retail,S,8687.12,0.145,32,694,1,2023-12-01,0
L002162,Retail,S,52746.59,0.143,37,576,0,2022-09-01,0
L002163,Retail,S,35693.69,0.057,54,787,1,2023-01-01,0
L002164,Retail,W,14230.38,0.229,27,806,0,2024-01-01,0
L002165,SME,NE,37535.2,0.221,44,734,0,2024-12-01,0
L002166,Retail,NE,29618.38,0.176,11,737,1,2023-03-01,0
L002167,Retail,NE,17854.97,0.189,11,603,0,2024-12-01,0
L002168,Retail,NE,12971.78,0.129,46,552,0,2023-10-01,0
L002169,Retail,W,23914.01,0.175,22,563,0,2023-07-01,0
L002170,Retail,MW,20724.71,0.217,36,589,0,2023-09-01,0
L002171,SME,S,15994.8,0.168,29,651,0,2022-04-01,1
L002172,Retail,MW,30022.78,0.078,45,597,0,2024-06-01,0
L002173,SME,NE,28214.92,0.173,32,599,1,2022-07-01,0
L002174,SME,NE,35269.87,0.061,52,668,0,2022-10-01,0
L002175,Retail,S,16089.13,0.204,40,672,0,2023-12-01,0
L002176,Retail,S,19739.65,0.2,56,634,0,2023-04-01,0
L002177,Retail,S,14557.89,0.189,59,770,0,2024-02-01,0
L002178,Retail,S,16399.03,0.091,36,622,0,2023-10-01,0
L002179,Corporate,NE,29004.98,0.226,6,634,0,2024-03-01,0
L002180,SME,S,43347.96,0.126,56,701,1,2022-07-01,0
L002181,Retail,W,13878.55,0.12,34,619,1,2023-02-01,0
L002182,Retail,NE,29505.11,0.17,25,670,0,2023-12-01,0
L002183,SME,MW,15406.7,0.107,24,637,0,2022-06-01,0
L002184,SME,S,17739.38,0.121,13,636,0,2023-08-01,0
L002185,Retail,W,15667.83,0.11,59,601,1,2023-01-01,0
L002186,SME,MW,15870.36,0.145,25,681,0,2024-04-01,0
L002187,SME,NE,28522.7,0.142,48,730,0,2024-03-01,0
L002188,Retail,NE,20616.63,0.186,19,792,0,2023-02-01,0
L002189,Retail,S,69354.65,0.161,48,810,1,2022-03-01,0
L002190,Retail,MW,13319.32,0.088,31,729,0,2024-07-01,1
L002191,Retail,W,28078.77,0.147,43,729,0,2022-01-01,0
L002192,SME,MW,28254.89,0.109,45,593,1,2024-04-01,0
L002193,Retail,NE,15704.55,0.052,6,646,0,2024-08-01,0
L002194,SME,S,18172.2,0.177,9,618,0,2022-06-01,0
L002195,SME,NE,38615.46,0.216,8,747,0,2023-03-01,0
L002196,Retail,S,84401.77,0.227,50,639,0,2024-02-01,0
L002197,Retail,W,21281.7,0.159,9,567,0,2022-11-01,0
L002198,Retail,S,20285.83,0.158,37,756,0,2023-04-01,0
L002199,SME,NE,24054.96,0.068,54,702,0,2024-04-01,0
L002200,SME,NE,14455.97,0.199,10,571,1,2024-11-01,0
L002201,Retail,NE,15951.87,0.226,40,698,0,2024-03-01,0
L002202,SME,MW,14663.4,0.187,49,732,1,2023-12-01,0
L002203,SME,W,23087.25,0.078,29,717,0,2022-07-01,0
L002204,Retail,MW,23547.63,0.15,38,637,0,2024-02-01,0
L002205,Retail,NE,11103.7,0.146,43,730,0,2022-07-01,0
L002206,Retail,S,12761.73,0.054,25,764,1,2022-04-01,0
L002207,Retail,W,46813.75,0.076,6,819,0,2024-09-01,0
L002208,Retail,MW,16559.58,0.083,21,572,0,2024-08-01,0
L002209,Retail,S,24191.68,0.059,44,785,0,2023-09-01,0
L002210,Retail,MW,11241.85,0.089,23,635,0,2022-09-01,0
L002211,Retail,W,32650.08,0.08,51,646,0,2022-08-01,0
L002212,Corporate,MW,31622.64,0.071,47,601,0,2024-08-01,1
L002213,Retail,S,20629.03,0.118,11,572,0,2024-01-01,0
L002214,Retail,S,20855.26,0.207,8,621,1,2023-09-01,0
L002215,Retail,W,16137.12,0.106,25,725,0,2023-05-01,0
L002216,SME,MW,9780.98,0.095,59,739,1,2022-07-01,0
L002217,SME,W,9778.07,0.198,50,568,0,2024-02-01,0
L002218,Retail,MW,23397.26,0.125,48,796,0,2023-12-01,0
L002219,SME,W,13439.34,0.156,51,790,1,2022-12-01,0
L002220,Retail,W,28677.3,0.126,18,804,0,2023-05-01,0
L002221,Retail,MW,13511.67,0.218,58,678,0,2024-05-01,0
L002222,Retail,MW,25264.82,0.208,19,590,1,2024-01-01,0
L002223,SME,S,47365.66,0.11,56,567,1,2023-10-01,0
L002224,SME,NE,32214.69,0.086,37,644,1,2024-03-01,0
L002225,SME,MW,15173.74,0.131,11,779,0,2024-03-01,0
L002226,SME,NE,28548.83,0.069,39,756,1,2023-03-01,0
L002227,Retail,W,11478.7,0.129,17,648,1,2023-12-01,0
L002228,Retail,W,36216.95,0.131,43,785,1,2024-08-01,0
L002229,SME,S,18589.71,0.089,8,566,1,2023-04-01,0
L002230,Retail,MW,29549.6,0.102,26,780,1,2024-11-01,0
L002231,Retail,NE,6489.91,0.068,22,763,0,2022-03-01,0
L002232,Retail,W,13017.86,0.129,36,708,0,2023-03-01,0
L002233,Retail,S,36467.74,0.196,28,788,0,2023-12-01,0
L002234,SME,MW,15127.34,0.098,55,734,1,2024-05-01,0
L002235,Retail,NE,20648.9,0.125,26,630,0,2022-05-01,0
L002236,Retail,NE,20305.87,0.103,10,715,0,2024-04-01,0
L002237,Retail,W,36970.3,0.201,56,688,1,2024-05-01,0
L002238,Retail,MW,7605.71,0.072,43,643,0,2023-07-01,0
L002239,Retail,NE,8843.47,0.063,13,592,1,2024-03-01,0
L002240,SME,W,21812.44,0.055,6,776,0,2024-05-01,0
L002241,Retail,NE,26731.68,0.084,54,684,1,2024-09-01,0
L002242,Retail,W,22319.45,0.094,38,611,1,2023-06-01,0
L002243,Retail,NE,18618.75,0.133,20,575,0,2024-09-01,0
L002244,Retail,S,21154.18,0.165,54,699,1,2024-07-01,0
L002245,Retail,MW,48100.28,0.128,55,809,1,2024-06-01,0
L002246,SME,NE,23493.99,0.061,49,558,0,2022-06-01,0
L002247,Retail,S,15967.18,0.171,16,596,1,2023-02-01,0
L002248,Retail,MW,39309.67,0.19,36,596,1,2024-05-01,0
L002249,SME,MW,15702.8,0.211,7,666,1,2024-05-01,0
L002250,SME,NE,19442.79,0.084,10,789,0,2024-03-01,0
L002251,Retail,MW,17546.73,0.132,37,683,0,2023-02-01,0
L002252,Retail,S,14865.52,0.239,20,593,0,2024-02-01,0
L002253,Retail,MW,31262.18,0.206,37,784,1,2022-05-01,0
L002254,Corporate,S,11677.22,0.088,54,678,1,2022-05-01,0
L002255,Retail,W,42147.09,0.067,17,584,1,2023-09-01,0
L002256,SME,NE,13321.8,0.18,20,709,1,2024-12-01,0
L002257,SME,NE,8527.15,0.182,33,582,1,2023-03-01,0
L002258,Retail,NE,16043.97,0.195,14,563,0,2023-06-01,0
L002259,Retail,W,14259.91,0.126,38,557,1,2024-07-01,0
L002260,Retail,S,18411.42,0.064,29,765,0,2023-10-01,0
L002261,Retail,W,26484.05,0.17,12,632,1,2024-12-01,0
L002262,Retail,S,23493.53,0.131,11,716,1,2024-07-01,0
L002263,Retail,S,23679.34,0.23,21,691,0,2022-01-01,1
L002264,Retail,W,28305.72,0.179,6,666,1,2024-06-01,0
L002265,Corporate,W,18331.37,0.171,59,774,0,2024-08-01,0
L002266,SME,S,20507.21,0.087,31,580,0,2022-07-01,0
L002267,Retail,W,18572.03,0.111,38,593,0,2024-09-01,0
L002268,Retail,MW,24889.84,0.114,11,697,0,2022-02-01,0
L002269,Retail,S,36906.06,0.083,14,551,1,2023-05-01,0
L002270,Retail,MW,16029.75,0.14,10,620,0,2023-12-01,0
L002271,Retail,NE,22848.19,0.191,16,761,0,2024-01-01,0
L002272,Retail,NE,18992.98,0.068,6,585,1,2024-07-01,0
L002273,Retail,S,14825.51,0.119,43,811,0,2022-04-01,0
L002274,Corporate,MW,27561.57,0.084,34,606,1,2023-08-01,0
L002275,Retail,W,17096.12,0.092,37,589,0,2023-01-01,0
L002276,Corporate,W,35666.63,0.115,7,609,0,2022-08-01,0
L002277,SME,W,10054.7,0.222,23,569,0,2022-11-01,0
L002278,Retail,S,15904.78,0.083,23,605,0,2023-06-01,0
L002279,Retail,W,52991.48,0.126,44,780,0,2023-10-01,0
L002280,Retail,NE,11596.59,0.11,35,658,0,2024-08-01,0
L002281,SME,S,8026.65,0.068,54,801,0,2023-07-01,0
L002282,SME,MW,11670.98,0.11,43,622,1,2023-01-01,0
L002283,Retail,S,60153.53,0.078,6,722,1,2022-12-01,0
L002284,Retail,NE,26228.05,0.06,49,776,1,2024-03-01,0
L002285,Retail,W,20054.82,0.228,54,631,0,2022-09-01,0
L002286,Retail,NE,20946.8,0.116,45,578,0,2023-01-01,0
L002287,Retail,NE,38489.42,0.138,43,667,0,2023-01-01,1
L002288,SME,S,9241.06,0.173,13,588,0,2024-10-01,0
L002289,Retail,MW,45905.43,0.207,42,732,0,2024-11-01,0
L002290,Retail,MW,33362.8,0.072,34,582,0,2024-06-01,0
L002291,Retail,S,9689.79,0.22,13,687,1,2024-06-01,0
L002292,Retail,S,12842.87,0.133,33,569,0,2024-04-01,0
L002293,Retail,W,25960.07,0.151,36,609,1,2024-01-01,1
L002294,Retail,S,17307.96,0.17,49,788,0,2022-06-01,0
L002295,Retail,W,20103.61,0.135,18,592,1,2022-07-01,0
L002296,Corporate,NE,46670.95,0.203,50,602,0,2023-09-01,0
L002297,Retail,S,31568.79,0.18,10,804,0,2022-03-01,0
L002298,Retail,W,12464.74,0.145,16,664,1,2023-09-01,1
L002299,Retail,S,12826.11,0.14,52,562,0,2024-07-01,0
L002300,SME,MW,19829.69,0.223,6,791,0,2022-01-01,0
L002301,SME,W,12986.44,0.159,35,804,0,2022-06-01,0
L002302,Retail,MW,54484.08,0.16,36,583,0,2022-09-01,0
L002303,Retail,S,44747.78,0.116,14,775,0,2024-04-01,0
L002304,Retail,S,18539.05,0.084,58,659,0,2022-12-01,0
L002305,SME,NE,24423.49,0.098,17,740,1,2024-03-01,0
L002306,Retail,MW,21520.41,0.188,32,680,0,2024-09-01,0
L002307,Corporate,MW,12843.27,0.127,37,738,1,2024-11-01,0
L002308,Retail,W,19878.23,0.142,43,797,0,2024-08-01,0
L002309,Retail,MW,11297.71,0.094,50,603,0,2022-12-01,0
L002310,Retail,W,24055.0,0.084,30,602,0,2023-05-01,1
L002311,SME,S,39427.17,0.064,28,700,0,2024-03-01,0
L002312,Retail,MW,22536.79,0.166,16,730,0,2023-03-01,0
L002313,Retail,W,41052.79,0.182,51,758,0,2022-01-01,0
L002314,Corporate,S,36911.04,0.215,39,582,0,2022-11-01,0
L002315,Retail,MW,22216.71,0.159,16,745,0,2024-05-01,0
L002316,SME,S,12492.97,0.17,54,572,1,2023-06-01,0
L002317,SME,S,23382.08,0.165,57,808,1,2024-03-01,0
L002318,Retail,MW,20379.95,0.11,41,617,0,2024-07-01,0
L002319,Retail,S,19000.08,0.233,32,763,1,2024-12-01,0
L002320,Retail,NE,23725.05,0.118,16,784,0,2024-11-01,0
L002321,Retail,W,12599.94,0.238,30,580,0,2024-03-01,0
L002322,Retail,NE,20767.86,0.065,30,741,0,2024-11-01,0
L002323,Retail,NE,19839.65,0.138,29,554,1,2023-03-01,0
L002324,SME,W,18504.04,0.112,44,810,0,2023-11-01,0
L002325,Retail,W,18174.43,0.167,29,712,1,2023-02-01,0
L002326,SME,W,32328.71,0.212,50,760,1,2024-08-01,0
L002327,Retail,MW,42505.21,0.056,40,658,1,2024-09-01,0
L002328,Retail,S,4870.16,0.103,23,630,1,2023-03-01,0
L002329,SME,S,28747.91,0.119,35,653,0,2024-01-01,0
L002330,Retail,W,18834.9,0.234,20,669,1,2024-12-01,0
L002331,Retail,S,26071.57,0.155,16,666,1,2022-05-01,0
L002332,Retail,MW,10614.85,0.146,18,752,0,2022-07-01,0
L002333,Retail,NE,9216.91,0.076,8,785,1,2024-03-01,0
L002334,Corporate,W,22619.82,0.12,19,774,0,2023-02-01,0
L002335,SME,NE,18932.97,0.077,27,582,0,2024-12-01,0
L002336,Retail,MW,18148.72,0.076,55,718,0,2022-07-01,0
L002337,Retail,NE,23451.13,0.125,16,550,1,2022-10-01,0
L002338,Retail,W,28617.54,0.11,45,684,1,2023-12-01,0
L002339,SME,W,27350.38,0.131,25,740,1,2022-07-01,0
L002340,Retail,NE,21994.33,0.218,52,581,1,2022-12-01,0
L002341,Retail,S,29018.6,0.229,34,625,0,2024-05-01,0
L002342,SME,W,20807.16,0.069,15,817,0,2024-08-01,1
L002343,Retail,MW,13498.96,0.161,37,770,1,2023-12-01,0
L002344,Retail,MW,11014.1,0.235,25,764,1,2024-04-01,0
L002345,Retail,NE,13278.33,0.081,44,741,1,2024-10-01,0
L002346,Retail,MW,16372.46,0.106,49,737,1,2024-07-01,0
L002347,Retail,NE,19881.07,0.157,27,675,1,2023-12-01,0
L002348,Retail,S,8633.27,0.137,14,590,0,2023-09-01,0
L002349,Retail,W,11924.31,0.132,41,652,0,2022-06-01,0
L002350,Retail,MW,10930.87,0.086,16,608,0,2023-08-01,0
L002351,Retail,S,54978.85,0.234,14,645,1,2023-07-01,0
L002352,Retail,W,18438.11,0.07,26,689,0,2022-07-01,0
L002353,Retail,NE,13159.52,0.217,19,812,1,2023-02-01,0
L002354,SME,W,22521.45,0.141,58,640,0,2024-10-01,1
L002355,Retail,S,24251.33,0.158,48,627,1,2024-11-01,0
L002356,SME,MW,9759.33,0.062,31,717,0,2023-06-01,0
L002357,Retail,S,14310.97,0.185,40,626,0,2024-05-01,0
L002358,Retail,S,21453.46,0.138,53,772,0,2022-09-01,0
L002359,SME,MW,13850.99,0.116,10,666,1,2022-04-01,0
L002360,Retail,MW,17737.37,0.145,24,686,0,2023-12-01,0
L002361,Retail,W,21152.87,0.059,22,552,0,2024-12-01,0
L002362,Retail,W,15341.22,0.191,43,694,0,2023-04-01,0
L002363,Retail,W,34548.25,0.081,16,573,1,2023-05-01,0
L002364,Corporate,MW,39088.45,0.232,9,798,0,2023-09-01,0
L002365,Retail,W,15130.15,0.195,25,754,0,2024-08-01,0
L002366,Retail,W,15189.23,0.222,21,646,0,2024-10-01,0
L002367,Retail,NE,23317.07,0.202,43,604,1,2024-06-01,0
L002368,Retail,MW,19320.86,0.111,42,563,1,2022-09-01,0
L002369,SME,NE,44615.94,0.171,12,667,0,2024-05-01,0
